report_date,facility_name,commodity_name,special_grade,type,legtype,conversion_factor_imperial,start_physical_inventory_quantity_mt,start_inventory_moisture,physical_inventory_quantity_mt,inventory_moisture,intermediate_inv_vol_mt,total_unloads_quantity,total_unloads_moisture,actual_volume_metric,to_process_moisture,moisture_adjusted_vol,handling_loss,handling_loss_adj_vol,actual_volume_processed,cleaning_adjustment,cleaning_aspiration_adj_vol,report_start_time,report_end_time,report_date_month_start_date,region,imperial_uom,sam_run_timestamp
2020-01-01 00:00:00,"Camrose, US",Canola,Canola-Canada,Facility inventory,NULL,44.0924,12922,0.0995,9394.965656,0.0995,12922,0,0,3519.179208,0.09749,3527.034344,0,0,3527.034344,0,0,2020-01-01 07:00:00,2020-01-02 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-01 00:00:00,"Gunsville, US",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,21275.17126,0.1198,18860.82127,0.1198,21275.17126,0,0,2389.819394,0.11254,2409.530924,0.002,4.81906185,2414.349986,0,0,2020-01-01 07:00:00,2020-01-02 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-01 00:00:00,"IowFalls, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,11323.80597,0.1249,9557.01192,0.12501343,11675.27109,351.4651184,0.12866809,2078.672486,0.10835,2118.259171,0,0,2118.259171,0,0,2020-01-01 07:00:00,2020-01-02 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-01 00:00:00,"Tula Soybean , Mexico",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,27532,0.11429556,27532,0.11429556,27532,0,0,0,0,0,0.002,0,0,0,0,2020-01-01 07:00:00,2020-01-02 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-01 00:00:00,"Wich Biodiesel, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,588.710637,0,588.710637,0,0,588.710637,0,0,2020-01-01 07:00:00,2020-01-02 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-02 00:00:00,"Fayeville2, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,33511.42966,0.1254,34604.73547,0.12610473,38018.28805,4506.858387,0.13134488,3302.312157,0.09802,3408.439925,0.0015,5.11265989,3413.552585,0,0,2020-01-02 06:00:00,2020-01-03 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-02 00:00:00,"Sx City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,29814.94275,0.11759824,31853.26274,0.11765716,36313.3098,6498.367051,0.11792751,4354.064499,0.09618,4460.047061,0,0,4460.047061,0,0,2020-01-02 07:00:00,2020-01-03 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-02 00:00:00,"Wich, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,26576.89517,0.10476546,27739.24878,0.10485472,30645.37018,4068.475007,0.10543777,2862.286609,0.09296,2900.320753,0.002,5.80064151,2906.121394,0,0,2020-01-02 07:00:00,2020-01-03 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-03 00:00:00,"Bloom, US",Soyabean,Non GMO Yellow Soybeans,Facility inventory,Unload,36.7437,14302.35139,0.12300883,16479.19072,0.1229921,16479.19072,2176.839336,0.12288215,0,0,0,0.002,0,0,0,0,2020-01-03 07:00:00,2020-01-04 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-03 00:00:00,"CR East, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,21314.23819,0.12842281,21579.87237,0.12866099,24318.28881,3004.050621,0.13035095,2665.643989,0.10666,2732.950533,0.002,5.46590107,2738.416434,0,0,2020-01-03 07:00:00,2020-01-04 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-03 00:00:00,"Fayeville2, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,34604.73547,0.12610473,32901.59648,0.1261445,36257.60673,1652.871269,0.12697708,3264.448523,0.10298,3350.98378,0.0015,5.02647567,3356.010256,0,0,2020-01-03 06:00:00,2020-01-04 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-03 00:00:00,"Gunsville, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,17679.0408,0.11916058,16126.00721,0.11911293,18324.99018,645.9493786,0.1178088,2192.371432,0.11822,2194.593777,0.002,4.38918755,2198.982964,0,0,2020-01-03 07:00:00,2020-01-04 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-03 00:00:00,"Sx City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,31853.26274,0.11765716,33340.12662,0.11760249,37788.4528,5935.190057,0.11730911,4331.533041,0.09381,4448.326178,0,0,4448.326178,0,0,2020-01-03 07:00:00,2020-01-04 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-03 00:00:00,"Tula Soybean , Mexico",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,26980.16045,0.11446206,26191.10579,0.11456425,28161.32045,1181.16,0.11689839,1941.77677,0.10339,1966.282096,0.002,3.93256419,1970.21466,0,0,2020-01-03 07:00:00,2020-01-04 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-04 00:00:00,"Fayeville2, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,32901.59648,0.1261445,30724.48314,0.12621063,33871.70443,970.1079561,0.12845344,3077.523621,0.10776,3142.50753,0.0015,4.71376129,3147.221291,0,0,2020-01-04 06:00:00,2020-01-05 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-04 00:00:00,"Kansas City BD, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,636.7147181,0,636.7147181,0,0,636.7147181,0,0,2020-01-04 07:00:00,2020-01-05 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-04 00:00:00,"Kansas City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,29017.6697,0.11741891,26205.57522,0.11750045,31127.60347,2109.933775,0.11862186,4916.7886,0.11656,4922.028256,0,0,4922.028256,0,0,2020-01-04 07:00:00,2020-01-05 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-04 00:00:00,"Sx City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,33340.12662,0.11760249,32169.20906,0.1176041,36716.79359,3376.666969,0.11762003,4427.004762,0.09357,4547.584526,0,0,4547.584526,0,0,2020-01-04 07:00:00,2020-01-05 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-05 00:00:00,"Bloom, US",Soyabean,Non GMO Yellow Soybeans,Facility inventory,NULL,36.7437,16479.19072,0.1229921,15542.43132,0.1229921,16479.19072,0,0,907.6579563,0.09668,934.8896231,0.002,1.86977925,936.7594023,0,0,2020-01-05 07:00:00,2020-01-06 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-05 00:00:00,"Camrose, US",Canola,Canola-Canada,Facility inventory,NULL,44.0924,13789.51392,0.0963676,10176.34767,0.0963676,13789.51392,0,0,3630.048012,0.10057,3613.166243,0,0,3613.166243,0,0,2020-01-05 07:00:00,2020-01-06 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-05 00:00:00,"Kansas City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,26205.57522,0.11750045,22123.13119,0.11757981,27069.66848,864.0932596,0.11998649,4944.689201,0.11725,4946.537293,0,0,4946.537293,0,0,2020-01-05 07:00:00,2020-01-06 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-05 00:00:00,"Sy, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,34230.38281,0.11741427,31465.23017,0.11743571,34260.25671,29.87390003,0.142,2732.189736,0.09894,2789.447642,0.002,5.57889528,2795.026538,0,0,2020-01-05 06:00:00,2020-01-06 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-05 00:00:00,"Sx City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,32169.20906,0.1176041,29466.7013,0.11761262,32636.31421,467.1051438,0.11819923,3095.238367,0.09641,3169.612907,0,0,3169.612907,0,0,2020-01-05 07:00:00,2020-01-06 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-05 00:00:00,"Wich, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,27369.84401,0.1050862,24933.28664,0.10496194,27697.21405,327.3700445,0.0945728,2727.896223,0.09495,2758.410592,0.002,5.51682118,2763.927413,0,0,2020-01-05 07:00:00,2020-01-06 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-06 00:00:00,"CR East, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,16794.54469,0.12866099,17971.54742,0.12900735,20653.13128,3858.586592,0.13051486,2603.630022,0.10472,2676.231394,0.002,5.35246279,2681.583856,0,0,2020-01-06 07:00:00,2020-01-07 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-06 00:00:00,"Fayeville2, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,30724.48314,0.12621063,40008.22577,0.12601373,40967.62022,10243.13708,0.12542311,940.9430548,0.11021,957.9575184,0.0015,1.43693628,959.3944547,0,0,2020-01-06 06:00:00,2020-01-07 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-06 00:00:00,"Gunsville, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,13773.64967,0.11911293,13456.2979,0.11869539,14634.44981,860.8001452,0.11201428,1168.11886,0.1129,1175.800313,0.002,2.35160063,1178.151914,0,0,2020-01-06 07:00:00,2020-01-07 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-06 00:00:00,"Wich Biodiesel, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,676.0040912,0,676.0040912,0,0,676.0040912,0,0,2020-01-06 07:00:00,2020-01-07 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-07 00:00:00,"Bloom, US",Soyabean,Non GMO Yellow Soybeans,Facility inventory,NULL,36.7437,14579.67125,0.1229921,13630.20159,0.1229921,14579.67125,0,0,921.0439592,0.09773,947.5745122,0.002,1.89514902,949.4696613,0,0,2020-01-07 07:00:00,2020-01-08 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-07 00:00:00,"Bloom, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,8288.029241,0.12441208,10610.06498,0.12488128,10610.06498,2322.035743,0.12655598,0,0,0,0.002,0,0,0,0,2020-01-07 07:00:00,2020-01-08 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-07 00:00:00,"CR East, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,17971.54742,0.12900735,20241.69761,0.12907658,22726.89533,4755.347909,0.12933821,2409.746444,0.1036,2480.23725,0.002,4.9604745,2485.197725,0,0,2020-01-07 07:00:00,2020-01-08 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-07 00:00:00,"Fayeville2, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,40008.22577,0.12601373,40460.94391,0.12648762,43865.55136,3857.325592,0.13140276,3314.85399,0.10418,3399.508185,0.0015,5.09926228,3404.607448,0,0,2020-01-07 06:00:00,2020-01-08 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-07 00:00:00,"Kansas City BD, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,636.7142607,0,636.7142607,0,0,636.7142607,0,0,2020-01-07 07:00:00,2020-01-08 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-07 00:00:00,"Wich Biodiesel, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,738.1241181,0,738.1241181,0,0,738.1241181,0,0,2020-01-07 07:00:00,2020-01-08 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-07 00:00:00,"Wich, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,26001.91067,0.10474795,27033.47515,0.10429373,29986.94197,3985.031298,0.10132999,2909.233433,0.09249,2947.571677,0.002,5.89514335,2953.46682,0,0,2020-01-07 07:00:00,2020-01-08 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-08 00:00:00,"Gunsville, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,18410.38725,0.12052243,18871.45171,0.12061977,21156.30941,2745.922163,0.12127241,2259.409127,0.11249,2280.297111,0.002,4.56059422,2284.857705,0,0,2020-01-08 07:00:00,2020-01-09 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-08 00:00:00,"Sy, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,36645.71285,0.11729016,39208.8851,0.11674376,41994.61968,5348.906831,0.11300036,2730.544784,0.10069,2780.17423,0.002,5.56034846,2785.734578,0,0,2020-01-08 06:00:00,2020-01-09 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-08 00:00:00,"Sx City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,35163.51655,0.11706199,38916.02529,0.11672105,42679.71903,7516.202486,0.11512601,3666.35212,0.09327,3763.693743,0,0,3763.693743,0,0,2020-01-08 07:00:00,2020-01-09 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-08 00:00:00,"Tula Soybean , Mexico",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,18994.89186,0.11486227,16984.81556,0.11486227,18994.89186,0,0,1980.241655,0.10332,2006.064172,0.002,4.01212834,2010.0763,0,0,2020-01-08 07:00:00,2020-01-09 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-09 00:00:00,"Fayeville2, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,41558.13023,0.12719582,43598.19024,0.12697079,46995.38415,5437.253924,0.12525084,3307.948044,0.10476,3392.105755,0.0015,5.08815863,3397.193914,0,0,2020-01-09 06:00:00,2020-01-10 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-09 00:00:00,"Gunsville, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,18871.45171,0.12061977,17708.63159,0.12011634,20090.79308,1219.341377,0.11232485,2353.927598,0.11134,2377.406684,0.002,4.75481337,2382.161498,0,0,2020-01-09 07:00:00,2020-01-10 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-09 00:00:00,"IowFalls, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,12141.29771,0.12557387,12128.13724,0.12530389,14799.08597,2657.788261,0.12407054,2629.955624,0.11167,2670.948734,0,0,2670.948734,0,0,2020-01-09 07:00:00,2020-01-10 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-09 00:00:00,"Kansas City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,34479.38623,0.11828814,38207.4811,0.1182909,43334.60713,8855.220902,0.11830165,5113.260584,0.1159,5127.126037,0,0,5127.126037,0,0,2020-01-09 07:00:00,2020-01-10 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-09 00:00:00,"Sy, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,39208.8851,0.11674376,41243.44816,0.11643932,43774.59317,4565.708065,0.11382488,2475.468083,0.09837,2526.092815,0.002,5.05218563,2531.145001,0,0,2020-01-09 06:00:00,2020-01-10 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-09 00:00:00,"Sx City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,38916.02529,0.11672105,41428.5056,0.11669296,45824.9793,6908.954005,0.11653475,4274.181866,0.09142,4396.473693,0,0,4396.473693,0,0,2020-01-09 07:00:00,2020-01-10 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-10 00:00:00,"Bloom, US",Soyabean,Non GMO Yellow Soybeans,Facility inventory,Unload,36.7437,12315.65458,0.12316385,13129.01989,0.12366033,14126.16896,1810.514379,0.12703754,960.2689947,0.09182,995.158756,0.002,1.99031751,997.1490735,0,0,2020-01-10 07:00:00,2020-01-11 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-10 00:00:00,"CR East, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,22120.09845,0.12885054,26053.07251,0.12816321,27720.47947,5600.381022,0.12544841,1620.413847,0.10467,1664.078806,0.002,3.32815761,1667.406963,0,0,2020-01-10 07:00:00,2020-01-11 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-10 00:00:00,"Kansas City BD, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,636.7154738,0,636.7154738,0,0,636.7154738,0,0,2020-01-10 07:00:00,2020-01-11 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-10 00:00:00,"Tula Soybean , Mexico",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,26393.13015,0.11719065,24472.3078,0.11719065,26393.13015,0,0,1896.06773,0.10745,1916.988365,0.002,3.83397673,1920.822342,0,0,2020-01-10 07:00:00,2020-01-11 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-11 00:00:00,"Bloom, US",Soyabean,Non GMO Yellow Soybeans,Facility inventory,NULL,36.7437,13129.01989,0.12366033,12106.36052,0.12366033,13129.01989,0,0,991.6712783,0.09808,1020.618135,0.002,2.04123627,1022.659371,0,0,2020-01-11 07:00:00,2020-01-12 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-11 00:00:00,"Kansas City, US",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,37683.39449,0.11828308,33660.05179,0.11828308,37683.39449,0,0,4020.683818,0.1177,4023.342699,0,0,4023.342699,0,0,2020-01-11 07:00:00,2020-01-12 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-11 00:00:00,"Sy, US",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,40909.82108,0.11651325,38129.52184,0.11651325,40909.82108,0,0,2735.235296,0.10375,2774.749744,0.002,5.54949949,2780.299244,0,0,2020-01-11 06:00:00,2020-01-12 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-11 00:00:00,"Tula Soybean , Mexico",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,24472.3078,0.11719065,22595.63306,0.11719065,24472.3078,0,0,1858.402324,0.11029,1872.928885,0.002,3.74585777,1876.674743,0,0,2020-01-11 07:00:00,2020-01-12 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-12 00:00:00,"Bloom, US",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,12996.91974,0.12543991,12996.91974,0.12543991,12996.91974,0,0,0,0,0,0.002,0,0,0,0,2020-01-12 07:00:00,2020-01-13 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-12 00:00:00,"CR East, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,23723.99967,0.12816321,21138.71265,0.1281644,24002.72597,278.7262996,0.12826553,2776.748135,0.10256,2858.296726,0.002,5.71659345,2864.01332,0,0,2020-01-12 07:00:00,2020-01-13 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-12 00:00:00,"IowFalls BD, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,670.2791795,0,670.2791795,0,0,670.2791795,0,0,2020-01-12 07:00:00,2020-01-13 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-13 00:00:00,"Camrose, US",Canola,Canola-Canada,Facility inventory,Unload,44.0924,15842.35926,0.09413459,16747.14799,0.09379179,19294.38926,3452.03,0.09221858,2543.895692,0.0926,2547.241269,0,0,2547.241269,0,0,2020-01-13 07:00:00,2020-01-14 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-13 00:00:00,"IowFalls BD, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,670.2349441,0,670.2349441,0,0,670.2349441,0,0,2020-01-13 07:00:00,2020-01-14 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-14 00:00:00,"Camrose, US",Canola,Canola-Canada,Facility inventory,Unload,44.0924,16747.14799,0.09379179,17899.43741,0.09337612,19240.88799,2493.74,0.09058459,1338.23848,0.0912,1341.450576,0,0,1341.450576,0,0,2020-01-14 07:00:00,2020-01-15 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-14 00:00:00,"CR East, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,25568.61702,0.12778389,23000.78249,0.12780317,25751.59806,182.9810396,0.1304974,2680.469812,0.1067,2745.324913,0.002,5.49064983,2750.815563,0,0,2020-01-14 07:00:00,2020-01-15 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-14 00:00:00,"IowFalls, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,10313.32255,0.12567358,12922.20535,0.12576891,14174.54,3861.217454,0.12602352,1232.763834,0.11189,1252.334648,0,0,1252.334648,0,0,2020-01-14 07:00:00,2020-01-15 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-14 00:00:00,"Kansas City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,28785.9683,0.11827319,31719.25575,0.11839611,37056.37563,8270.40733,0.11882393,5354.574968,0.12127,5337.119881,0,0,5337.119881,0,0,2020-01-14 07:00:00,2020-01-15 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-15 00:00:00,"Bloom, US",Soyabean,Non GMO Yellow Soybeans,Facility inventory,Unload,36.7437,13493.87654,0.12413273,15489.46757,0.12485207,15489.46757,1995.591037,0.1297161,0,0,0,0.002,0,0,0,0,2020-01-15 07:00:00,2020-01-16 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-15 00:00:00,"Gunsville, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,19814.94921,0.12065601,18311.44946,0.12012096,20627.69529,812.7460764,0.10707625,2287.957287,0.11102,2311.622588,0.002,4.62324518,2316.245833,0,0,2020-01-15 07:00:00,2020-01-16 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-15 00:00:00,"IowFalls BD, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,619.7753935,0,619.7753935,0,0,619.7753935,0,0,2020-01-15 07:00:00,2020-01-16 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-15 00:00:00,"Kansas City, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,31719.25575,0.11839611,34217.96417,0.11813278,39772.79834,8053.542593,0.11709564,5558.661652,0.11874,5554.834171,0,0,5554.834171,0,0,2020-01-15 07:00:00,2020-01-16 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-16 00:00:00,"Gunsville, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,18311.44946,0.12012096,17261.5196,0.11933574,19199.55614,888.106686,0.10314568,1905.955923,0.1063,1934.168204,0.002,3.86833641,1938.03654,0,0,2020-01-16 07:00:00,2020-01-17 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-16 00:00:00,"Tula Soybean , Mexico",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,26711.20668,0.118166,24790.12681,0.11818908,26808.89468,97.688,0.1245,1988.714749,0.10665,2014.738399,0.002,4.0294768,2018.767876,0,0,2020-01-16 07:00:00,2020-01-17 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-17 00:00:00,"Bloom, US",Soyabean,Non GMO Yellow Soybeans,Facility inventory,Unload,36.7437,17200.89822,0.12488331,19512.84596,0.12483378,19512.84596,2311.947746,0.12446527,0,0,0,0.002,0,0,0,0,2020-01-17 07:00:00,2020-01-18 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-17 00:00:00,"Camrose, US",Canola,Canola-Canada,Facility inventory,Unload,44.0924,18068.05563,0.09238848,18347.9523,0.09202809,21688.37563,3620.32,0.09022947,3358.29501,0.09686,3340.42333,0,0,3340.42333,0,0,2020-01-17 07:00:00,2020-01-18 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-17 00:00:00,"CR East, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,22361.76274,0.12806572,21445.17828,0.12833651,24258.71457,1896.951828,0.13152866,2723.446915,0.1013,2807.920455,0.002,5.61584091,2813.536296,0,0,2020-01-17 07:00:00,2020-01-18 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-17 00:00:00,"Fayeville2, US",Soyabean,Yellow Soybeans,Facility inventory,Unload,36.7437,48696.43413,0.12650578,49031.2632,0.12654148,52322.57946,3626.145332,0.1270209,3203.56507,0.10396,3286.386679,0.0015,4.92958002,3291.316259,0,0,2020-01-17 06:00:00,2020-01-18 06:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-17 00:00:00,"Tula Soybean , Mexico",Soyabean,Yellow Soybeans,Facility inventory,NULL,36.7437,24790.12681,0.11818908,22802.40456,0.11818908,24790.12681,0,0,1959.513161,0.10728,1983.754736,0.002,3.96750947,1987.722246,0,0,2020-01-17 07:00:00,2020-01-18 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
2020-01-17 00:00:00,"Wich Biodiesel, US",Biodiesel,Biodiesel,Facility inventory,,298.406,0,0,0,0,0,0,0,600.0876538,0,600.0876538,0,0,600.0876538,0,0,2020-01-17 07:00:00,2020-01-18 07:00:00,2020-01-01 00:00:00,NA,Gallons,2020-11-11 10:02:26
2020-01-18 00:00:00,"Camrose, US",Canola,Canola-Canada,Facility inventory,NULL,44.0924,18347.9523,0.09202809,14908.73648,0.09202809,18347.9523,0,0,3466.174589,0.09909,3439.215811,0,0,3439.215811,0,0,2020-01-18 07:00:00,2020-01-19 07:00:00,2020-01-01 00:00:00,NA,Bushels,2020-11-11 10:02:26
